"DATE","WEIGHT","TOE","POP","REC"
2008-11-28,33,"8//71060",283,FALSE
2010-09-29,31,"8//7106070",350,FALSE
2008-11-28,25,"8//71090",283,FALSE
2009-01-01,32,"8//71090",229,FALSE
2013-11-05,19.8,"8//7203090100",62,FALSE
2013-12-03,25,"8//7203090100",81,FALSE
2013-12-31,25,"8//7203090100",66,FALSE
2014-01-28,24,"8//7203090100",38,FALSE
2010-09-29,38,"8//7204080",350,FALSE
2010-11-05,39,"8//7204080",466,FALSE
2010-12-01,42,"8//7204080",419,FALSE
2013-12-31,27,"8//7205080100",66,FALSE
2010-09-29,26,"8//7205090",350,FALSE
2010-09-29,19,"8//7206080",350,FALSE
2010-11-04,24,"8//7206080",466,FALSE
2010-09-29,25,"8//72070100",350,FALSE
2010-09-29,27,"8//73040100",350,FALSE
2010-11-03,29,"8//73040100",466,FALSE
2010-12-01,35,"8//73040100",419,FALSE
2013-12-05,18,"8//7304060100",81,FALSE
2013-12-31,21,"8//7304060100",66,FALSE
2014-01-29,20,"8//7304060100",38,FALSE
2013-12-03,25,"8//730508090",81,FALSE
2013-12-31,23,"8//730508090",66,FALSE
2010-09-29,44,"8//7306090",350,FALSE
2010-09-29,43,"8//73070100",350,FALSE
2010-12-01,31,"8//73090100",419,FALSE
2013-12-03,26,"8//740506090",81,FALSE
2010-09-29,30,"8//7405080",350,FALSE
2010-09-29,42,"8//74060100",350,FALSE
2010-09-29,18,"8//7406080",350,FALSE
2010-11-03,19,"8//7406080",466,FALSE
2010-09-29,40,"8//7406090",350,FALSE
2010-11-03,41,"8//7406090",466,FALSE
2010-09-29,28,"8//74080100",350,FALSE
2010-11-04,33,"8//74080100",466,FALSE
2010-12-03,33,"8//74080100",419,FALSE
2010-09-29,22,"8//7506090",350,FALSE
2010-11-03,23,"8//7506090",466,FALSE
2010-09-29,33,"8//7507080",350,FALSE
2010-09-29,26,"8//75080100",350,FALSE
2010-11-03,27,"8//75080100",466,FALSE
2010-12-02,31,"8//75080100",419,FALSE
2011-01-04,35,"8//75080100",349,FALSE
2008-08-05,43,"8//810",52,FALSE
2008-09-03,39,"8//810",91,FALSE
2011-01-05,28,"8//8102060",349,FALSE
2011-02-08,31,"8//8102060",152,FALSE
2013-12-03,25,"8//810206070",81,FALSE
2013-12-04,17,"8//810306090b",81,FALSE
2013-12-05,17,"8//810308090",81,FALSE
2011-01-05,23,"8//8104060",349,FALSE
2011-02-08,31,"8//8104060",152,FALSE
2011-03-08,30,"8//8104060",135,FALSE
2011-04-06,36,"8//8104060",75,FALSE
2010-09-29,31,"8//8105060",350,FALSE
2010-11-05,33,"8//8105060",466,FALSE
2010-12-01,31,"8//8105060",419,FALSE
2010-09-29,27,"8//8107080",350,FALSE
2014-01-02,21,"8//820306070",66,FALSE
2014-01-02,21,"8//8203070100",66,FALSE
2014-02-25,30,"8//820307090",18,FALSE
2014-01-28,26,"8//8204070100",38,FALSE
2011-01-06,24,"8//82050100",349,FALSE
2010-12-03,38,"8//8205070",419,FALSE
2011-01-04,29,"8//8205070",349,FALSE
2010-09-30,38,"8//8205090",350,FALSE
2010-09-30,37,"8//8206080",350,FALSE
2010-11-04,42,"8//8206080",466,FALSE
2010-12-01,37,"8//8206080",419,FALSE
2010-12-01,25,"8//82090100",419,FALSE
2011-01-04,25,"8//82090100",349,FALSE
2011-02-08,24,"8//82090100",152,FALSE
2011-03-10,28,"8//82090100",135,TRUE
2014-03-25,32,"8//8304060100",6,TRUE
2011-02-08,30,"8//8304070",152,FALSE
2011-03-08,34,"8//8304070",135,FALSE
2014-03-27,26,"8//830408090",6,FALSE
2010-09-30,44,"8//8305070",350,FALSE
2010-11-03,43,"8//8305070",466,FALSE
2014-07-24,29,"8//8305090100",10,FALSE
2011-03-08,26,"8//8307080",135,FALSE
2011-04-06,34,"8//8307080",75,FALSE
2010-12-03,42,"8//83090100",419,FALSE
2008-11-29,29,"8//84070",283,FALSE
2008-12-30,29,"8//84070",229,FALSE
2008-11-29,21,"8//85080",283,FALSE
2008-12-30,23,"8//85080",229,FALSE
2010-09-30,28,"8//85090100",350,FALSE
2015-01-28,26,"9//103060",50,FALSE
2015-09-09,21,"9//1102060",33,FALSE
2014-11-04,47,"9//11090",141,FALSE
2015-10-08,20,"9//13050100",39,FALSE
2014-08-13,24,"9//150",14,FALSE
2015-11-01,12,"9//152080",37,FALSE
2015-11-29,30,"9//1550100",36,FALSE
2015-11-29,20,"9//155090",36,FALSE
2015-11-30,23,"9//162060",36,FALSE
2015-12-01,30,"9//162090",36,FALSE
2015-12-30,30,"9//162090",26,FALSE
2015-12-29,24,"9//163080",26,FALSE
2014-08-14,54,"9//170",14,TRUE
2014-10-08,39,"9//37",58,FALSE
2014-10-08,30,"9//370",58,FALSE
2014-11-04,33,"9//370",141,FALSE
2014-10-08,24,"9//420",58,FALSE
2015-01-28,25,"9//44090",50,FALSE
2015-01-28,28,"9//4550",50,FALSE
2015-02-25,26,"9//4560",41,FALSE
2015-02-25,26,"9//47100",41,FALSE
2015-03-24,29,"9//47100",69,TRUE
2015-02-25,31,"9//4740",41,FALSE
2015-02-25,28,"9//4810",41,FALSE
2015-02-27,33.3,"9//52070",41,FALSE
2015-02-27,30.1,"9//53090",41,FALSE
2015-03-25,32,"9//54060",69,TRUE
2014-10-10,32,"9//630",58,FALSE
2015-03-24,26,"9//64060",69,FALSE
2014-10-10,36,"9//660",58,FALSE
2014-10-10,41,"9//690",58,FALSE
2014-11-04,42,"9//690",141,FALSE
2014-11-04,41,"9//7100",141,FALSE
2014-10-10,42,"9//770",58,FALSE
2014-11-04,43,"9//810",141,FALSE
2014-11-04,38,"9//840",141,FALSE
